Customer_ID,Customer_Name,Market,Recommendation1,Recommendation2,Recommendation3,Recommendation4,Recommendation5
GA-14515,George Ashbrook,LATAM,"Fellowes File Cart, Wire Frame","Novimex Legal Exhibit Labels, 5000 Label Set","Accos Paper Clips, Metal","Deflect-O Light Bulb, Black","Stockwell Paper Clips, Bulk Pack"
GA-14515,George Ashbrook,US,Revere Boxed Rubber Bands by Revere,Avery 485,Xerox 1959,Staples,GBC Recycled VeloBinder Covers
GA-14725,Guy Armstrong,APAC,"SAFCO Steel Folding Chair, Red","Tenex Box, Industrial","Fiskars Scissors, Steel","Green Bar Message Books, 8.5 x 11","Harbour Creations Chairmat, Red"
GA-14725,Guy Armstrong,EU,"Canon Personal Copier, High-Speed","Motorola Audio Dock, VoIP","Eldon Shelving, Single Width","Ibico Hole Reinforcements, Durable","Novimex Round Labels, Laser Printer Compatible"
GA-14725,Guy Armstrong,LATAM,"Stanley Canvas, Fluorescent","Dania Floating Shelf Set, Pine","Wilson Jones Index Tab, Clear","HP Ink, Color","Acco Binder, Durable"
GA-14725,Guy Armstrong,US,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White","Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Mophie Juice Pack Helium for iPhone,Fellowes PB200 Plastic Comb Binding Machine,9-3/4 Diameter Round Wall Clock
GA-4515,George Ashbrook,Africa,"Stanley Pencil Sharpener, Water Color","Hewlett Ink, Color","Nokia Speaker Phone, Cordless","Boston Markers, Easy-Erase","StarTech Card Printer, Wireless"
GA-4515,George Ashbrook,EMEA,"Rogers Trays, Wire Frame","Acco Binder Covers, Clear","HP Personal Copier, High-Speed","Avery Hole Reinforcements, Recycled","Smead Box, Single Width"
GA-4725,Guy Armstrong,EMEA,"Rogers Trays, Wire Frame","Acco Binder Covers, Clear","Stanley Sketch Pad, Easy-Erase","SanDisk Keyboard, Programmable","Motorola Smart Phone, Cordless"
GB-14530,George Bell,APAC,"SAFCO Steel Folding Chair, Red","Eldon Lockers, Blue","Tenex Box, Industrial","SanDisk Memory Card, USB","SanDisk Mouse, Programmable"
GB-14530,George Bell,EU,"Novimex Executive Leather Armchair, Red","Boston Canvas, Fluorescent","Binney & Smith Canvas, Easy-Erase","Enermax Mouse, Erganomic","Sanford Sketch Pad, Fluorescent"
GB-14530,George Bell,LATAM,"KitchenAid Stove, Black","BIC Highlighters, Blue","Rubbermaid Clock, Black","Stockwell Push Pins, Metal","Rubbermaid Light Bulb, Erganomic"
GB-14530,George Bell,US,White Computer Printout Paper by Universal,Xerox 1959,Kensington Orbit Wireless Mobile Trackball for PC and Mac,GBC Recycled VeloBinder Covers,"Bevis Oval Conference Table, Walnut"
GB-14575,Giulietta Baptist,APAC,"Eldon Lockers, Blue","Novimex Steel Folding Chair, Set of Two","GlobeWeis Mailers, Security-Tint","Enermax Numeric Keypad, Erganomic","Harbour Creations Chairmat, Red"
GB-14575,Giulietta Baptist,EU,"Canon Personal Copier, High-Speed","Eldon File Cart, Single Width","Motorola Audio Dock, VoIP","Ibico Hole Reinforcements, Durable","Binney & Smith Canvas, Easy-Erase"
GB-14575,Giulietta Baptist,LATAM,"Ibico Index Tab, Clear","Deflect-O Light Bulb, Black","Stockwell Paper Clips, Bulk Pack","Accos Paper Clips, Metal","Acme Letter Opener, Easy Grip"
GB-14575,Giulietta Baptist,US,Staples,Revere Boxed Rubber Bands by Revere,"OIC Colored Binder Clips, Assorted Sizes",Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,GBC Recycled VeloBinder Covers
GB-4530,George Bell,Africa,"Eaton Computer Printout Paper, 8.5 x 11","Stiletto Ruler, Easy Grip","Hon Color Coded Labels, Laser Printer Compatible","StarTech Card Printer, Wireless","Boston Markers, Easy-Erase"
GB-4530,George Bell,Canada,"Stockwell Staples, Metal","Belkin Mouse, Bluetooth","Safco Classic Bookcase, Pine","Harbour Creations Legal Exhibit Labels, 5000 Label Set","Avery Legal Exhibit Labels, 5000 Label Set"
GB-4530,George Bell,EMEA,"Eldon Photo Frame, Erganomic","Konica Phone, Durable","Stiletto Shears, Steel","Sanford Sketch Pad, Fluorescent","Avery Binder, Clear"
GB-4575,Giulietta Baptist,Africa,"Boston Markers, Easy-Erase","Logitech Mouse, Bluetooth","Enermax Cards & Envelopes, Premium","Stanley Pencil Sharpener, Water Color","Eldon File Cart, Industrial"
GB-4575,Giulietta Baptist,EMEA,"Hoover Toaster, Red","Belkin Keyboard, Erganomic","Cuisinart Stove, Silver","Wilson Jones Hole Reinforcements, Clear","Cisco Signal Booster, with Caller ID"
GD-14590,Giulietta Dortch,APAC,"Wilson Jones Index Tab, Recycled","SAFCO Steel Folding Chair, Red","Avery Index Tab, Clear","Eldon Lockers, Blue","Sharp Copy Machine, Color"
GD-14590,Giulietta Dortch,EU,"Memorex Router, Bluetooth","Rogers Shelving, Blue","Canon Fax and Copier, Laser","KitchenAid Coffee Grinder, White","Smead Box, Single Width"
GD-14590,Giulietta Dortch,LATAM,"Avery Binder Covers, Economy","Accos Paper Clips, Metal","Acco Binding Machine, Clear","Boston Highlighters, Water Color","Cisco Smart Phone, Full Size"
GD-14590,Giulietta Dortch,US,Eldon Wave Desk Accessories,GBC Recycled VeloBinder Covers,Xerox 1959,Fellowes Basic Home/Office Series Surge Protectors,Xerox 209
GD-4590,Giulietta Dortch,Africa,"Stiletto Ruler, Easy Grip","Eaton Computer Printout Paper, 8.5 x 11","Stanley Pencil Sharpener, Water Color","Ibico Binding Machine, Recycled","Nokia Speaker Phone, Cordless"
GD-4590,Giulietta Dortch,EMEA,"Rogers Trays, Wire Frame","Acco Binder Covers, Clear","SanDisk Keyboard, Programmable","Smead Box, Single Width","Avery Hole Reinforcements, Recycled"
GG-14650,Greg Guthrie,APAC,"SAFCO Steel Folding Chair, Red","Tenex Box, Industrial","Ibico Binder Covers, Recycled","SanDisk Memory Card, USB","Green Bar Message Books, 8.5 x 11"
GG-14650,Greg Guthrie,EU,"Cardinal Binder Covers, Economy","Canon Personal Copier, High-Speed","Stiletto Letter Opener, Easy Grip","Cardinal Hole Reinforcements, Economy","Motorola Audio Dock, VoIP"
GG-14650,Greg Guthrie,LATAM,"Stockwell Paper Clips, Bulk Pack","Ames Mailers, Recycled","Fiskars Shears, Serrated","Stockwell Clamps, Assorted Sizes","Nokia Audio Dock, VoIP"
GG-14650,Greg Guthrie,US,Mophie Juice Pack Helium for iPhone,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Fellowes PB200 Plastic Comb Binding Machine,HP Office Paper (20Lb. and 87 Bright),Mitel MiVoice 5330e IP Phone
GG-4650,Greg Guthrie,Africa,"Eaton Computer Printout Paper, 8.5 x 11","Stiletto Ruler, Easy Grip","Ibico Binder, Recycled","Stanley Pencil Sharpener, Water Color","Nokia Speaker Phone, Cordless"
GG-4650,Greg Guthrie,EMEA,"Acco Index Tab, Clear","Rogers Trays, Wire Frame","Acco Binder Covers, Clear","Avery Hole Reinforcements, Recycled","Stiletto Trimmer, Steel"
GH-14410,Gary Hansen,APAC,"SAFCO Steel Folding Chair, Red","KitchenAid Stove, Silver","Barricks Computer Table, with Bottom Storage","Cardinal Binder, Durable","Ibico Binder Covers, Recycled"
GH-14410,Gary Hansen,EU,"Canon Personal Copier, High-Speed","Eldon File Cart, Single Width","Ibico Hole Reinforcements, Durable","Motorola Audio Dock, VoIP","Logitech Keyboard, Programmable"
GH-14410,Gary Hansen,LATAM,"Cuisinart Blender, White","Accos Paper Clips, Metal","Deflect-O Light Bulb, Black","Stockwell Paper Clips, Bulk Pack","Stockwell Clamps, Assorted Sizes"
GH-14410,Gary Hansen,US,Revere Boxed Rubber Bands by Revere,DAX Cubicle Frames - 8x10,"Bevis Oval Conference Table, Walnut",GBC Recycled VeloBinder Covers,Xerox 1959
GH-14425,Gary Hwang,APAC,"Harbour Creations Chairmat, Red","Harbour Creations Rocking Chair, Set of Two","SAFCO Steel Folding Chair, Red","Safco Corner Shelving, Traditional","Tenex Box, Industrial"
GH-14425,Gary Hwang,EU,"Canon Personal Copier, High-Speed","Eldon File Cart, Single Width","Ibico Hole Reinforcements, Durable","Motorola Audio Dock, VoIP","Binney & Smith Canvas, Easy-Erase"
GH-14425,Gary Hwang,LATAM,"Fellowes File Cart, Wire Frame","Novimex Legal Exhibit Labels, 5000 Label Set","Accos Paper Clips, Metal","Deflect-O Light Bulb, Black","Stockwell Paper Clips, Bulk Pack"
GH-14425,Gary Hwang,US,Staples,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Adjustable Depth Letter/Legal Cart,Fellowes Basic Home/Office Series Surge Protectors,"Acco Six-Outlet Power Strip, 4' Cord Length"
GH-14485,Gene Hale,APAC,"Harbour Creations Chairmat, Red","SAFCO Steel Folding Chair, Red","Harbour Creations Shipping Labels, Laser Printer Compatible","Tenex Box, Industrial","Ibico Binder Covers, Recycled"
GH-14485,Gene Hale,EU,"Canon Personal Copier, High-Speed","BIC Canvas, Blue","Rogers File Cart, Industrial","Ibico Hole Reinforcements, Durable","Boston Markers, Fluorescent"
GH-14485,Gene Hale,LATAM,"Jiffy Business Envelopes, Set of 50","Accos Paper Clips, Metal","Stockwell Paper Clips, Bulk Pack","Stockwell Clamps, Assorted Sizes","Deflect-O Light Bulb, Black"
GH-14485,Gene Hale,US,GBC Standard Plastic Binding Systems' Combs,iOttie XL Car Mount,WD My Passport Ultra 2TB Portable External Hard Drive,Tensor Computer Mounted Lamp,Belkin 8 Outlet Surge Protector
GH-14665,Greg Hansen,APAC,"Fiskars Trimmer, Serrated","SAFCO Steel Folding Chair, Red","Kraft Business Envelopes, Set of 50","Tenex Box, Industrial","GlobeWeis Interoffice Envelope, Security-Tint"
GH-14665,Greg Hansen,EU,"BIC Canvas, Blue","Eldon File Cart, Single Width","Cardinal Binder Covers, Economy","Binney & Smith Canvas, Easy-Erase","Sanford Pencil Sharpener, Easy-Erase"
GH-14665,Greg Hansen,LATAM,"Nokia Signal Booster, VoIP","Accos Paper Clips, Metal","Dania Corner Shelving, Mobile","OIC Paper Clips, Assorted Sizes","Stockwell Paper Clips, Bulk Pack"
GH-14665,Greg Hansen,US,Eldon 100 Class Desk Accessories,"Hon Metal Bookcases, Putty",Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,"Carina Mini System Audio Rack, Model AR050B","Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page"
GH-4410,Gary Hansen,Africa,"Hoover Microwave, White","Eldon Shelving, Blue","Elite Ruler, Serrated","Memorex Router, Erganomic","Boston Markers, Easy-Erase"
GH-4410,Gary Hansen,EMEA,"Boston Pens, Easy-Erase","Stiletto Shears, Steel","Sharp Copy Machine, Color","Apple Audio Dock, Cordless","Avery Binding Machine, Clear"
GH-4425,Gary Hwang,Africa,"Eaton Computer Printout Paper, 8.5 x 11","Stiletto Ruler, Easy Grip","Ibico Binder, Recycled","Stanley Pencil Sharpener, Water Color","Nokia Speaker Phone, Cordless"
GH-4425,Gary Hwang,Canada,"Stockwell Staples, Metal","Belkin Mouse, Bluetooth","Safco Classic Bookcase, Pine","Harbour Creations Legal Exhibit Labels, 5000 Label Set","Avery Legal Exhibit Labels, 5000 Label Set"
GH-4425,Gary Hwang,EMEA,"Rogers Trays, Wire Frame","Acco Binder Covers, Clear","Stanley Sketch Pad, Easy-Erase","SanDisk Keyboard, Programmable","Belkin Keyboard, Erganomic"
GH-4485,Gene Hale,Africa,"Boston Markers, Easy-Erase","Samsung Speaker Phone, VoIP","StarTech Card Printer, Wireless","Stanley Pencil Sharpener, Water Color","Nokia Speaker Phone, Cordless"
GH-4485,Gene Hale,Canada,"Advantus Paper Clips, Bulk Pack","Avery Legal Exhibit Labels, 5000 Label Set","Binney & Smith Pencil Sharpener, Easy-Erase","Cardinal Binder Covers, Recycled","Sanford Canvas, Fluorescent"
GH-4665,Greg Hansen,Africa,"Acme Scissors, Steel","Tenex Folders, Single Width","Boston Markers, Easy-Erase","Stanley Pencil Sharpener, Water Color","StarTech Card Printer, Wireless"
GH-4665,Greg Hansen,Canada,"Stockwell Staples, Metal","Belkin Mouse, Bluetooth","Safco Classic Bookcase, Pine","Harbour Creations Legal Exhibit Labels, 5000 Label Set","Avery Legal Exhibit Labels, 5000 Label Set"
GH-4665,Greg Hansen,EMEA,"Sharp Fax Machine, Color","Chromcraft Computer Table, Adjustable Height","Harbour Creations Removable Labels, Adjustable","Stanley Pens, Blue","Stanley Sketch Pad, Fluorescent"
GK-14620,Grace Kelly,APAC,"Rubbermaid Stacking Tray, Black","Harbour Creations Rocking Chair, Set of Two","SAFCO Steel Folding Chair, Red","Avery 3-Hole Punch, Recycled","Tenex Photo Frame, Duo Pack"
GK-14620,Grace Kelly,EU,"Canon Personal Copier, High-Speed","Ibico Hole Reinforcements, Durable","Motorola Audio Dock, VoIP","Binney & Smith Canvas, Easy-Erase","Eldon File Cart, Single Width"
GK-14620,Grace Kelly,LATAM,"Smead Shelving, Wire Frame","Hon Rocking Chair, Adjustable","Xerox Memo Slips, Premium","Stockwell Paper Clips, Bulk Pack","Accos Paper Clips, Metal"
GK-14620,Grace Kelly,US,Kensington Orbit Wireless Mobile Trackball for PC and Mac,Xerox 1959,Hon 94000 Series Round Tables,GBC Recycled VeloBinder Covers,"Eldon Executive Woodline II Desk Accessories, Mahogany"
GK-4620,Grace Kelly,Africa,"Eldon Folders, Blue","Jiffy Business Envelopes, Security-Tint","Nokia Speaker Phone, Cordless","Eldon Folders, Industrial","StarTech Card Printer, Wireless"
GK-4620,Grace Kelly,EMEA,"Rogers Trays, Wire Frame","Acco Binder Covers, Clear","Stanley Sketch Pad, Easy-Erase","SanDisk Keyboard, Programmable","Sanford Pencil Sharpener, Water Color"
GM-14440,Gary McGarr,APAC,"SAFCO Steel Folding Chair, Red","Tenex Box, Industrial","Eldon Lockers, Blue","Kraft Business Envelopes, Set of 50","SanDisk Memory Card, USB"
GM-14440,Gary McGarr,EU,"Harbour Creations Round Labels, Laser Printer Compatible","Cisco Headset, Full Size","Binney & Smith Canvas, Easy-Erase","Cardinal Binder Covers, Economy","Dania Classic Bookcase, Pine"
GM-14440,Gary McGarr,LATAM,"Ibico Hole Reinforcements, Recycled","Accos Paper Clips, Metal","Deflect-O Light Bulb, Black","Tenex Clock, Duo Pack","Stockwell Paper Clips, Bulk Pack"
GM-14440,Gary McGarr,US,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Revere Boxed Rubber Bands by Revere,"Global Value Steno Chair, Gray",Xerox 1959,White Computer Printout Paper by Universal
GM-14455,Gary Mitchum,APAC,"SAFCO Steel Folding Chair, Red","Tenex Box, Industrial","Eldon Lockers, Blue","SanDisk Memory Card, USB","Green Bar Message Books, 8.5 x 11"
GM-14455,Gary Mitchum,EU,"Canon Personal Copier, High-Speed","Motorola Audio Dock, VoIP","Binney & Smith Canvas, Easy-Erase","Eldon File Cart, Single Width","BIC Canvas, Water Color"
GM-14455,Gary Mitchum,LATAM,"Samsung Headset, Full Size","Novimex Chairmat, Adjustable","Logitech Mouse, Erganomic","Sauder Floating Shelf Set, Pine","HP Ink, High-Speed"
GM-14455,Gary Mitchum,US,Revere Boxed Rubber Bands by Revere,Xerox 1959,Deflect-O Glasstique Clear Desk Accessories,White Computer Printout Paper by Universal,GBC Recycled VeloBinder Covers
GM-14500,Gene McClure,APAC,"Novimex Shipping Labels, 5000 Label Set","Avery Legal Exhibit Labels, 5000 Label Set","Binney & Smith Canvas, Blue","Avery Binder, Economy","Ikea Library with Doors, Mobile"
GM-14500,Gene McClure,EU,"Motorola Speaker Phone, VoIP","Novimex Executive Leather Armchair, Red","Boston Canvas, Fluorescent","Sauder Corner Shelving, Traditional","Acco Binder, Recycled"
GM-14500,Gene McClure,LATAM,"Nokia Signal Booster, VoIP","Stockwell Paper Clips, Bulk Pack","Avery 3-Hole Punch, Recycled","Accos Paper Clips, Metal","Dania Corner Shelving, Mobile"
GM-14500,Gene McClure,US,Staples,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Revere Boxed Rubber Bands by Revere,"Global Value Steno Chair, Gray",Mitel MiVoice 5330e IP Phone
GM-14680,Greg Matthias,APAC,"SAFCO Steel Folding Chair, Red","Tenex Box, Industrial","Eldon Lockers, Blue","Kraft Business Envelopes, Set of 50","SanDisk Memory Card, USB"
GM-14680,Greg Matthias,EU,"Ibico Hole Reinforcements, Durable","Canon Personal Copier, High-Speed","Tenex Lockers, Industrial","Motorola Audio Dock, VoIP","Binney & Smith Canvas, Easy-Erase"
GM-14680,Greg Matthias,LATAM,"Fiskars Ruler, Steel","Stockwell Paper Clips, Bulk Pack","Stockwell Clamps, Assorted Sizes","Accos Paper Clips, Metal","Novimex Rocking Chair, Black"
GM-14680,Greg Matthias,US,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Revere Boxed Rubber Bands by Revere,"Global Value Steno Chair, Gray","Bevis Oval Conference Table, Walnut",Xerox 1959
GM-14695,Greg Maxwell,APAC,"SAFCO Steel Folding Chair, Red","Tenex Box, Industrial","Eldon Lockers, Blue","Green Bar Message Books, 8.5 x 11","SanDisk Mouse, Programmable"
GM-14695,Greg Maxwell,EU,"Stanley Pencil Sharpener, Fluorescent","Canon Personal Copier, High-Speed","Acco 3-Hole Punch, Durable","Ibico Index Tab, Clear","Motorola Audio Dock, VoIP"
GM-14695,Greg Maxwell,LATAM,"Office Star Bag Chairs, Adjustable","Hon Round Labels, Adjustable","Accos Paper Clips, Metal","Deflect-O Light Bulb, Black","Stockwell Paper Clips, Bulk Pack"
GM-14695,Greg Maxwell,US,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Staples,Xerox 1959,DAX Cubicle Frames - 8x10,"Performers Binder/Pad Holder, Black"
GM-4440,Gary McGarr,Africa,"Rogers Trays, Single Width","Harbour Creations Color Coded Labels, Alphabetical","StarTech Card Printer, Wireless","Boston Pencil Sharpener, Water Color","Boston Markers, Easy-Erase"
GM-4440,Gary McGarr,EMEA,"Stiletto Trimmer, Steel","Ibico Binder, Durable","Rogers Trays, Wire Frame","Ikea Library with Doors, Pine","Stiletto Scissors, Serrated"
GM-4455,Gary Mitchum,Africa,"Eaton Computer Printout Paper, 8.5 x 11","Stiletto Ruler, Easy Grip","Ibico Binder, Recycled","Stanley Pencil Sharpener, Water Color","Nokia Speaker Phone, Cordless"
GM-4455,Gary Mitchum,EMEA,"Fellowes Lockers, Single Width","Logitech Router, Erganomic","Rogers Trays, Wire Frame","Acco Binder Covers, Clear","Stanley Sketch Pad, Easy-Erase"
GM-4500,Gene McClure,Africa,"Brother Ink, Color","Okidata Inkjet, Wireless","Ibico Binder, Recycled","Stanley Pencil Sharpener, Water Color","Eldon Photo Frame, Durable"
GM-4500,Gene McClure,EMEA,"Cardinal Binder Covers, Economy","Rogers Trays, Wire Frame","Stockwell Staples, Assorted Sizes","SanDisk Memo Slips, Multicolor","Wilson Jones Binder, Recycled"
GM-4680,Greg Matthias,Africa,"Acme Scissors, Serrated","Avery File Folder Labels, 5000 Label Set","Boston Markers, Easy-Erase","Tenex File Cart, Single Width","StarTech Card Printer, Wireless"
GM-4680,Greg Matthias,EMEA,"Rogers Trays, Wire Frame","Stockwell Rubber Bands, Assorted Sizes","Acco Binder Covers, Clear","Stanley Sketch Pad, Fluorescent","Elite Box Cutter, High Speed"
GM-4695,Greg Maxwell,Africa,"Belkin Keyboard, Bluetooth","Accos Rubber Bands, Bulk Pack","Eaton Message Books, Recycled","Harbour Creations Chairmat, Black","Binney & Smith Pens, Easy-Erase"
GM-4695,Greg Maxwell,EMEA,"Sanford Sketch Pad, Fluorescent","Eldon Photo Frame, Erganomic","Konica Phone, Durable","Rogers Trays, Wire Frame","Avery Binder, Clear"
GP-14740,Guy Phonely,APAC,"Enermax Mouse, Bluetooth","SAFCO Steel Folding Chair, Red","Wilson Jones Binder, Durable","Novimex Chairmat, Set of Two","Cardinal 3-Hole Punch, Durable"
GP-14740,Guy Phonely,EU,"Canon Personal Copier, High-Speed","Eldon File Cart, Single Width","Motorola Audio Dock, VoIP","Binney & Smith Canvas, Easy-Erase","Enermax Mouse, Erganomic"
GP-14740,Guy Phonely,LATAM,"Smead Lockers, Industrial","Deflect-O Light Bulb, Black","Accos Paper Clips, Metal","Stockwell Paper Clips, Bulk Pack","Stockwell Clamps, Assorted Sizes"
GP-14740,Guy Phonely,US,SAFCO Boltless Steel Shelving,GBC Standard Therm-A-Bind Covers,"Global Fabric Manager's Chair, Dark Gray","Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive
GP-4740,Guy Phonely,Africa,"Eaton Computer Printout Paper, 8.5 x 11","Stockwell Paper Clips, Assorted Sizes","Stiletto Ruler, Easy Grip","Stanley Pencil Sharpener, Water Color","Nokia Speaker Phone, Cordless"
GP-4740,Guy Phonely,EMEA,"Rogers Trays, Wire Frame","Acco Binder Covers, Clear","Stanley Sketch Pad, Easy-Erase","SanDisk Keyboard, Programmable","Motorola Smart Phone, Cordless"
GR-14560,Georgia Rosenberg,APAC,"SAFCO Steel Folding Chair, Red","Eldon Lockers, Blue","Tenex Box, Industrial","SanDisk Mouse, Programmable","SanDisk Memory Card, USB"
GR-14560,Georgia Rosenberg,EU,"Canon Personal Copier, High-Speed","Stanley Pencil Sharpener, Fluorescent","Ibico Index Tab, Clear","Acco 3-Hole Punch, Durable","Apple Office Telephone, Cordless"
GR-14560,Georgia Rosenberg,LATAM,"Cisco Smart Phone, Full Size","Enermax Note Cards, Premium","Smead Shelving, Wire Frame","Office Star Bag Chairs, Adjustable","Deflect-O Light Bulb, Black"
GR-14560,Georgia Rosenberg,US,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,GBC Recycled VeloBinder Covers,"Global Value Steno Chair, Gray","Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)
GR-4560,Georgia Rosenberg,Africa,"Deflect-O Stacking Tray, Durable","Eldon Stacking Tray, Black","Stockwell Paper Clips, Metal","Boston Canvas, Water Color","StarTech Card Printer, Wireless"
GR-4560,Georgia Rosenberg,EMEA,"Tenex Lockers, Blue","Rogers Trays, Wire Frame","Acco Binder Covers, Clear","Smead Box, Single Width","Stanley Sketch Pad, Fluorescent"
GT-14635,Grant Thornton,APAC,"Deflect-O Door Stop, Erganomic","Tenex Box, Industrial","SanDisk Numeric Keypad, USB","SAFCO Steel Folding Chair, Red","Cisco Headset, with Caller ID"
GT-14635,Grant Thornton,EU,"Ibico Hole Reinforcements, Durable","Canon Personal Copier, High-Speed","Motorola Audio Dock, VoIP","Tenex Lockers, Industrial","Eldon File Cart, Single Width"
GT-14635,Grant Thornton,LATAM,"Stockwell Clamps, Assorted Sizes","Stockwell Paper Clips, Bulk Pack","Accos Paper Clips, Metal","Deflect-O Light Bulb, Black","HP Fax Machine, Laser"
GT-14635,Grant Thornton,US,Staples,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",Global Low Back Tilter Chair,Xerox 1946,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack"
GT-14710,Greg Tran,APAC,"SAFCO Steel Folding Chair, Red","Tenex Box, Industrial","Eldon Lockers, Blue","Kraft Business Envelopes, Set of 50","SanDisk Memory Card, USB"
GT-14710,Greg Tran,EU,"Canon Personal Copier, High-Speed","Motorola Audio Dock, VoIP","Eldon File Cart, Single Width","Binney & Smith Canvas, Easy-Erase","Enermax Mouse, Erganomic"
GT-14710,Greg Tran,LATAM,"Cisco Smart Phone, Full Size","Stockwell Clamps, Assorted Sizes","Fellowes File Cart, Wire Frame","Accos Paper Clips, Metal","Deflect-O Light Bulb, Black"
GT-14710,Greg Tran,US,Revere Boxed Rubber Bands by Revere,GBC Recycled VeloBinder Covers,Xerox 1959,White Computer Printout Paper by Universal,"Bevis Oval Conference Table, Walnut"
GT-14755,Guy Thornton,APAC,"Wilson Jones Index Tab, Recycled","SAFCO Steel Folding Chair, Red","Avery Index Tab, Clear","Fiskars Scissors, Steel","Cardinal Index Tab, Clear"
GT-14755,Guy Thornton,EU,"Memorex Router, Bluetooth","Canon Personal Copier, High-Speed","Boston Sketch Pad, Fluorescent","Canon Fax and Copier, Laser","Binney & Smith Canvas, Easy-Erase"
GT-14755,Guy Thornton,LATAM,"Stockwell Paper Clips, Bulk Pack","Enermax Cards & Envelopes, 8.5 x 11","Accos Paper Clips, Metal","Stockwell Clamps, Assorted Sizes","Cardinal Binder, Recycled"
GT-14755,Guy Thornton,US,Stiletto Hand Letter Openers,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Kensington 4 Outlet MasterPiece Compact Power Control Center,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",Cameo Buff Policy Envelopes
GT-4635,Grant Thornton,Africa,"Eldon Trays, Single Width","Nokia Speaker Phone, Cordless","Boston Markers, Easy-Erase","Stanley Pencil Sharpener, Water Color","StarTech Card Printer, Wireless"
GT-4635,Grant Thornton,EMEA,"Harbour Creations Legal Exhibit Labels, Adjustable","Safco Floating Shelf Set, Mobile","Boston Sketch Pad, Blue","Cardinal Index Tab, Clear","Avery Hole Reinforcements, Recycled"
GT-4710,Greg Tran,Africa,"Eaton Computer Printout Paper, 8.5 x 11","Stiletto Ruler, Easy Grip","Ibico Binder, Recycled","Stanley Pencil Sharpener, Water Color","Nokia Speaker Phone, Cordless"
GT-4710,Greg Tran,EMEA,"Rogers Trays, Wire Frame","Jiffy Manila Envelope, with clear poly window","Apple Speaker Phone, VoIP","Acco Binder Covers, Clear","Stiletto Trimmer, Steel"
GT-4755,Guy Thornton,Africa,"Nokia Speaker Phone, with Caller ID","Sauder Stackable Bookrack, Mobile","Rogers Lockers, Wire Frame","Cuisinart Microwave, Black","Smead Round Labels, Alphabetical"
GT-4755,Guy Thornton,Canada,"Stockwell Staples, Metal","Belkin Mouse, Bluetooth","Safco Classic Bookcase, Pine","Harbour Creations Legal Exhibit Labels, 5000 Label Set","Avery Legal Exhibit Labels, 5000 Label Set"
GT-4755,Guy Thornton,EMEA,"Rogers Trays, Wire Frame","Acco Binder Covers, Clear","Stanley Sketch Pad, Easy-Erase","SanDisk Keyboard, Programmable","Motorola Smart Phone, Cordless"
GW-14605,Giulietta Weimer,APAC,"SAFCO Steel Folding Chair, Red","Kraft Business Envelopes, Set of 50","GlobeWeis Interoffice Envelope, Security-Tint","Wilson Jones Index Tab, Recycled","Ibico Binder Covers, Recycled"
GW-14605,Giulietta Weimer,EU,"Nokia Speaker Phone, VoIP","Canon Personal Copier, High-Speed","Ibico Binder, Clear","Tenex File Cart, Single Width","Enermax Mouse, Erganomic"
GW-14605,Giulietta Weimer,LATAM,"Sharp Fax Machine, Digital","Stockwell Thumb Tacks, Metal","Breville Toaster, Black","Accos Paper Clips, Metal","Wilson Jones Index Tab, Economy"
GW-14605,Giulietta Weimer,US,Staples,Plantronics S12 Corded Telephone Headset System,Revere Boxed Rubber Bands by Revere,Xerox 1959,Mitel MiVoice 5330e IP Phone
GW-4605,Giulietta Weimer,Africa,"Acme Scissors, Steel","Binney & Smith Canvas, Fluorescent","Avery Round Labels, Alphabetical","Tenex Lockers, Blue","StarTech Card Printer, Wireless"
GW-4605,Giulietta Weimer,EMEA,"Rogers Trays, Wire Frame","Wilson Jones Binder, Clear","Acco Binder Covers, Clear","Konica Receipt Printer, Wireless","Stanley Sketch Pad, Fluorescent"
